OG	cog_id	Term	Category
OG0000445	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0000445	L	Replication, recombination and repair	Information storage and processing
OG0000445	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000446	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000447	Z	Cytoskeleton	Cellular processes and signaling
OG0000448	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000449	S	Function unknown	Poorly characterized
OG0000450	G	Carbohydrate transport and metabolism	Metabolism
OG0000451	G	Carbohydrate transport and metabolism	Metabolism
OG0000452	K	Transcription	Information storage and processing
OG0000453	G	Carbohydrate transport and metabolism	Metabolism
OG0000454	G	Carbohydrate transport and metabolism	Metabolism
OG0000455	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0000456	I	Lipid transport and metabolism	Metabolism
OG0000457	S	Function unknown	Poorly characterized
OG0000458	I	Lipid transport and metabolism	Metabolism
OG0000459	K	Transcription	Information storage and processing
OG0000460	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000461	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0000462	L	Replication, recombination and repair	Information storage and processing
OG0000463	G	Carbohydrate transport and metabolism	Metabolism
OG0000463	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000464	P	Inorganic ion transport and metabolism	Metabolism
OG0000464	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000465	A	RNA processing and modification	Information storage and processing
OG0000466	I	Lipid transport and metabolism	Metabolism
OG0000467	Z	Cytoskeleton	Cellular processes and signaling
OG0000468	K	Transcription	Information storage and processing
OG0000469	L	Replication, recombination and repair	Information storage and processing
OG0000470	S	Function unknown	Poorly characterized
OG0000471	S	Function unknown	Poorly characterized
OG0000472	S	Function unknown	Poorly characterized
OG0000473	I	Lipid transport and metabolism	Metabolism
OG0000474	S	Function unknown	Poorly characterized
OG0000475	K	Transcription	Information storage and processing
OG0000476	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000477	C	Energy production and conversion	Metabolism
OG0000478	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000479	L	Replication, recombination and repair	Information storage and processing
OG0000480	E	Amino acid transport and metabolism	Metabolism
OG0000481	S	Function unknown	Poorly characterized
OG0000482	B	Chromatin structure and dynamics	Information storage and processing
OG0000482	K	Transcription	Information storage and processing
OG0000483	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000484	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000485	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000486	B	Chromatin structure and dynamics	Information storage and processing
OG0000487	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0000488	S	Function unknown	Poorly characterized
OG0000489	S	Function unknown	Poorly characterized
OG0000490	K	Transcription	Information storage and processing
OG0000491	S	Function unknown	Poorly characterized
OG0000492	K	Transcription	Information storage and processing
OG0000493	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0000493	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000494	S	Function unknown	Poorly characterized
OG0000495	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000496	B	Chromatin structure and dynamics	Information storage and processing
OG0000497	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000498	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000499	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000500	I	Lipid transport and metabolism	Metabolism
OG0000501	L	Replication, recombination and repair	Information storage and processing
OG0000502	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000503	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000504	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000505	K	Transcription	Information storage and processing
OG0000505	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000505	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000506	P	Inorganic ion transport and metabolism	Metabolism
OG0000507	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000508	A	RNA processing and modification	Information storage and processing
OG0000509	W	Extracellular structures	Cellular processes and signaling
OG0000510	B	Chromatin structure and dynamics	Information storage and processing
OG0000510	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0000511	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0000512	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000513	G	Carbohydrate transport and metabolism	Metabolism
OG0000514	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000515	F	Nucleotide transport and metabolism	Metabolism
OG0000516	P	Inorganic ion transport and metabolism	Metabolism
OG0000517	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000518	C	Energy production and conversion	Metabolism
OG0000519	Z	Cytoskeleton	Cellular processes and signaling
OG0000520	S	Function unknown	Poorly characterized
OG0000521	S	Function unknown	Poorly characterized
OG0000522	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000523	G	Carbohydrate transport and metabolism	Metabolism
OG0000523	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0000523	W	Extracellular structures	Cellular processes and signaling
OG0000524	S	Function unknown	Poorly characterized
OG0000525	S	Function unknown	Poorly characterized
OG0000526	S	Function unknown	Poorly characterized
OG0000527	S	Function unknown	Poorly characterized
OG0000528	G	Carbohydrate transport and metabolism	Metabolism
OG0000529	V	Defense mechanisms	Cellular processes and signaling
OG0000530	S	Function unknown	Poorly characterized
OG0000531	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000532	S	Function unknown	Poorly characterized
OG0000533	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000534	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0000535	S	Function unknown	Poorly characterized
OG0000536	B	Chromatin structure and dynamics	Information storage and processing
OG0000537	L	Replication, recombination and repair	Information storage and processing
OG0000539	Z	Cytoskeleton	Cellular processes and signaling
OG0000540	P	Inorganic ion transport and metabolism	Metabolism
OG0000541	K	Transcription	Information storage and processing
OG0000541	L	Replication, recombination and repair	Information storage and processing
OG0000541	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000542	S	Function unknown	Poorly characterized
OG0000543	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000544	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000545	Z	Cytoskeleton	Cellular processes and signaling
OG0000546	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000547	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000547	Z	Cytoskeleton	Cellular processes and signaling
OG0000548	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000549	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0000550	I	Lipid transport and metabolism	Metabolism
OG0000550	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000551	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0000552	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000553	G	Carbohydrate transport and metabolism	Metabolism
OG0000554	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000555	S	Function unknown	Poorly characterized
OG0000556	S	Function unknown	Poorly characterized
OG0000557	E	Amino acid transport and metabolism	Metabolism
OG0000558	P	Inorganic ion transport and metabolism	Metabolism
OG0000559	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000560	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0000561	E	Amino acid transport and metabolism	Metabolism
OG0000561	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000562	S	Function unknown	Poorly characterized
OG0000563	S	Function unknown	Poorly characterized
OG0000564	S	Function unknown	Poorly characterized
OG0000565	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0000566	I	Lipid transport and metabolism	Metabolism
OG0000567	P	Inorganic ion transport and metabolism	Metabolism
OG0000568	B	Chromatin structure and dynamics	Information storage and processing
OG0000569	T	Signal transduction mechanisms	Cellular processes and signaling
OG0000570	S	Function unknown	Poorly characterized
OG0000571	E	Amino acid transport and metabolism	Metabolism
OG0000572	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0000573	K	Transcription	Information storage and processing
OG0000574	S	Function unknown	Poorly characterized
OG0000575	S	Function unknown	Poorly characterized
OG0000576	L	Replication, recombination and repair	Information storage and processing
OG0000577	I	Lipid transport and metabolism	Metabolism
OG0000578	S	Function unknown	Poorly characterized
OG0000579	L	Replication, recombination and repair	Information storage and processing
OG0000580	S	Function unknown	Poorly characterized
OG0000581	A	RNA processing and modification	Information storage and processing
OG0000582	A	RNA processing and modification	Information storage and processing
OG0000583	S	Function unknown	Poorly characterized
OG0000584	Z	Cytoskeleton	Cellular processes and signaling
OG0000585	I	Lipid transport and metabolism	Metabolism
OG0000586	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0000587	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
